STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton/PVC
transparent cu 1 plic din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie plianta de carton/PVC transparent cu 2 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
STREPSILS INTENSIV 8.75 mg,FLURBIPROFEN,GRANULE,8.75mg,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,Cutie plianta de carton/PVC,OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,transparent cu 3 plicuri din PET/PE/Al/PE cu granule - 2 ani,,
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 4 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 5 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 6 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 7 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC
transparent cu 8 plicuri din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC
transparent cu 9 plicuri din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC
transparent cu 10 plicuri din PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 11 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 12 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 13 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 14 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie plianta de carton/PVC transparent cu 15 plicuri din
PET/PE/Al/PE cu granule - 2 ani",OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Cutie plianta de carton/PVC,OTC,R02AX01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,transparent cu 16 plicuri din PET/PE/Al/PE cu granule - 2 ani,,
STREPSILS INTENSIV MIERE SI LAMAIE 8.75 mg,FLURBIPROFENUM,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,Cutie cu 2 blist. Al/PVC-PVDC x 8 pastile - 3 ani,OTC,R07AXN1
STREPSILS INTENSIV MIERE SI LAMAIE 8.75 mg,FLURBIPROFENUM,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu 3 blist. Al/PVC-PVDC x 8
pastile - 3 ani",OTC,R07AXN1
STREPSILS LEMON FARA ZAHAR,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,Cutie cu 1 blist. PVC/PVDC/Al x 8 pastile - 3 ani,OTC,R02AA03
STREPSILS LEMON FARA ZAHAR,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu 2 blist. PVC/PVDC/Al x 8
pastile - 3 ani",OTC,R02AA03
STREPSILS MENTA,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,Cutie cu 1 blist. PVDC-PVC/Al x 12 pastile - 3 ani,OTC,R02AA03
STREPSILS MENTA,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie cu 2 blist. PVDC-PVC/Al x 12
pastile - 3 ani",OTC,R02AA03
STREPSILS MENTOL,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,Cutie x 1 blist. PVDC-PVC/Al x 12 pastile - 3 ani,OTC,R02AA03
STREPSILS MENTOL,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie x 2 blist. PVDC-PVC/Al x 12
pastile - 3 ani",OTC,R02AA03
STREPSILS MENTOL,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie x 2 blist. PVDC-PVC/Al x 8
pastile - 3 ani",OTC,R02AA03
STREPSILS® ORANGE VITAMINA C,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,Cutie x 1 blist. PVC-PVDC/Al x 12 pastile - 3 ani,OTC,R02AA03
STREPSILS® ORANGE VITAMINA C,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LTD. - MAREA BRITANIE,"Cutie x 2 blist. PVC-PVDC/Al x 12
pastile - 3 ani",OTC,R02AA03
STREPSILS® PLUS,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,Cutie x 1 blist. PVC-PVDC/Al x 12 pastile - 3 ani,OTC,R02AA03
STREPSILS® PLUS,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie x 2 blist. PVC-PVDC/Al x 8
pastile - 3 ani",OTC,R02AA03
STREPSILS® PLUS,COMBINATII,PASTILE,,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED - MAREA BRITANIE,"Cutie x 2 blist. PVC-PVDC/Al x 12
pastile - 3 ani",OTC,R02AA03
SUPOFEN 40 mg/ml,PARACETAMOLUM,SUSP. ORALA,40mg/ml,"LABORATORIOS BASI-INDUSTRIA FARMACEUTICA. S.A. -
PORTUGALIA","Cutie cu 1 flac. din sticla bruna a 85 ml susp. orala + 1 seringa de 5 ml pt.
administrare orala - 3 ani-dupa",OTC,N02BE01
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"ambalarea dupa comercializare; dupa
prima deschidere-6 luni",,
SUPOZITOARE CU GLICERINA PT. ADULTI,GLYCEROLUM,SUPOZ.,2100mg,ANTIBIOTICE SA - ROMANIA,"Cutie x 2 folii termoformate Al/PVC x 6
supoz. - 3 ani",OTC,A06AX01
SUPOZITOARE CU GLICERINA PT. ADULTI,GLYCEROLUM,SUPOZ.,2100mg,ANTIBIOTICE SA - ROMANIA,"Cutie x 2 folii termoformate Al/PVC x 3
supoz. - 3 ani",OTC,A06AX01
SUPOZITOARE CU GLICERINA PT. COPII,GLYCEROLUM,SUPOZ.,1405mg,ANTIBIOTICE SA - ROMANIA,"Cutie x 2 folii termoformate Al/PVC x 6
supoz. - 3 ani",OTC,A06AX01
SUPOZITOARE CU GLICERINA PT. COPII,GLYCEROLUM,SUPOZ.,1405mg,ANTIBIOTICE SA - ROMANIA,"Cutie x 2 folii termoformate Al/PVC x 3
supoz. - 3 ani",OTC,A06AX01
SYMPHORAL 10 mg,LORATADINUM,COMPR.,10mg,"GEDEON RICHTER ROMANIA S.A.
- ROMANIA","Cutie cu 1 blist. PVC/Al x 10 compr. -
3 ani",OTC,R06AX13
TAFICEN 10 mg/g,TERBINAFINUM,CREMA,10mg/g,ANTIBIOTICE S.A. - ROMANIA,"Cutie x 1 tub din Al x 15 g crema - 3
ani",OTC,D01AE15
TANTUM GEL 5%,BENZYDAMINUM,GEL,5%,"CSC PHARMACEUTICALS
HANDELS GMBH - AUSTRIA",Cutie x 1 tub din Al x 50 g gel - 3 ani,OTC,M02AA05
TANTUM ROSA,BENZYDAMINUM,GRAN. PT. SOL. VAGINALA,500mg/plic,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie x 10 plicuri dublu stratificate din
hartie/PP cu granule pulb. pt. sol. vaginala - 5 ani",OTC,G02CC03
TANTUM ROSA,BENZYDAMINUM,GRAN. PT. SOL. VAGINALA,500mg/plic,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie x 5 plicuri dublu stratificate din
hartie/PP granule pulb. pt. sol. vaginala - 5 ani",OTC,G02CC03
TANTUM VERDE,BENZYDAMINUM,SOL. PT. GARGARISME,0.15%,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie x 1 flacon din sticla x 120 ml sol. pt. gargarisme. inchis cu capac cu
sistem securizat pt copii - 4 ani",OTC,A01AD02
TANTUM VERDE,BENZYDAMINUM,SOL. PT. GARGARISME,0.15%,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie x 1 flacon din sticla x 240 ml sol. pt. gargarisme. inchis cu capac cu
sistem securizat pt copii - 4 ani",OTC,A01AD02
TANTUM VERDE 0.15%,BENZYDAMINUM,SPRAY BUCOFARINGIAN,,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie x 1 flac. din PEID x 30 ml spray nazal. prevazut cu pompa dozatoare
si aplicator bucal - 4 ani",OTC,A01AD02
TANTUM VERDE CU AROMA DE LAMAIE 3 mg,BENZYDAMINUM,PASTILE,3mg,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie x 2 pachete din hartie laminata
cu Al x 10 pastile - 4 ani",OTC,A01AD02
TANTUM VERDE CU AROMA DE LAMAIE 3 mg,BENZYDAMINUM,PASTILE,3mg,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie x 3 pachete din hartie laminata
cu Al x 10 pastile - 4 ani",OTC,A01AD02
TANTUM VERDE CU AROMA DE MENTA 3 mg,BENZYDAMINUM,PASTILE,,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie x 2 pachete x 10 pastile ambalate individual in hartie parafinata
- 4 ani",OTC,A01AD02
TANTUM VERDE CU AROMA DE MENTA 3 mg,BENZYDAMINUM,PASTILE,,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie x 3 pachete x 10 pastile
ambalate individual in hartie parafinata",OTC,A01AD02
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,- 4 ani,,
TANTUM VERDE CU GUST DE EUCALIPT 3 mg,BENZYDAMINUM,PASTILE,,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie cu 2 pachete din hartie-PE-Al x 10 pastile ambalate individual in hartie
parafinata - 30 luni",OTC,A01AD02
TANTUM VERDE CU GUST DE PORTOCALA SI MIERE 3 mg,BENZYDAMINUM,PASTILE,,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie cu 2 pachete din hartie-PE-Al x 10 pastile ambalate individual in hartie
parafinata - 30 luni",OTC,A01AD02
TANTUM VERDE FORTE spray 0.3%,BENZYDAMINUM,SPRAY BUCOFARINGIAN,0.30%,CSC PHARMACEUTICALS HANDELS GMBH - AUSTRIA,"Cutie x 1 flacon PE x 15 ml spary bucofaringian prevazut cu pompa
dozatoare + aplicator bucal - 4 ani",OTC,A01AD02
TAVEGYL,CLEMASTINUM,COMPR.,1mg,"NOVARTIS CONSUMER HEALTH
GMBH - GERMANIA","Cutie x 2 blist. PVC-PVD/Al x 10
compr. - 5 ani",OTC,R06AA04
TAVIPEC,PLANTE,CAPS. MOI GASTROREZ.,150mg,PHARMAZEUTISHCE FABRIK MONTAVIT GMBH - AUSTRIA,"Cutie x 3 blist. Al-PVC/PVDC x 10
caps. moi. gastrorez. - 30 luni",OTC,R07AXN2
TAVIPEC,PLANTE,CAPS. MOI GASTROREZ.,150mg,PHARMAZEUTISHCE FABRIK MONTAVIT GMBH - AUSTRIA,"Cutie x 10 blist. Al-PVC/PVDC x 10
caps. moi. gastrorez. - 30 luni",OTC,R07AXN2
TEARS NATURALE II,DIVERSE,PIC. OFT..SOL.,,ALCON COUVREUR NV - BELGIA,"Cutie x 1 flacon PEJD x 5 ml pic.
oft..sol. - 3 ani",OTC,S01XA20
TEARS NATURALE II,DIVERSE,PIC. OFT..SOL.,,ALCON COUVREUR NV - BELGIA,"Cutie x 1 flacon PEJD x 10 ml pic.
oft..sol. - 3 ani",OTC,S01XA20
TEARS NATURALE II,DIVERSE,PIC. OFT..SOL.,,ALCON COUVREUR NV - BELGIA,"Cutie x 1 flacon  PEJD x 15 ml pic.
oft..sol. - 3 ani",OTC,S01XA20
TEDOLFEN 200 mg/30 mg (vezi R01BA52),COMBINATII (IBUPROFENUM+PSEUDOEFED RINUM),COMPR. FILM.,200mg/30mg,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA",Cutie cu blist. PP-COC-PP/Al x 12 compr. film. - 3 ani,OTC,R05X
TEDOLFEN 200 mg/30 mg (vezi R01BA52),COMBINATII (IBUPROFENUM+PSEUDOEFED RINUM),COMPR. FILM.,200mg/30mg,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu blist. PVC-PCTFE/Al x 12
compr. film. - 3 ani",OTC,R05X
TEDOLFEN 200 mg/30 mg (vezi R01BA52),COMBINATII (IBUPROFENUM+PSEUDOEFED RINUM),COMPR. FILM.,200mg/30mg,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu blist. PP-COC-PP/Al x 24
compr. film. - 3 ani",OTC,R05X
TEDOLFEN 200 mg/30 mg (vezi R01BA52),COMBINATII (IBUPROFENUM+PSEUDOEFED RINUM),COMPR. FILM.,200mg/30mg,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu blist. PVC-PCTFE/Al x 24
compr. film. - 3 ani",OTC,R05X
TEDOLFEN 200 mg/30 mg (vezi R05X),COMBINATII (IBUPROFENUM+PSEUDOEFED RINUM),COMPR. FILM.,,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA",Cutie cu blist. PP-COC-PP/Al x 12 compr. film. - 3 ani,OTC,R01BA52
TEDOLFEN 200 mg/30 mg (vezi R05X),COMBINATII (IBUPROFENUM+PSEUDOEFED RINUM),COMPR. FILM.,,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu blist. PVC-PCTFE/Al x 12
compr. film. - 3 ani",OTC,R01BA52
TEDOLFEN 200 mg/30 mg (vezi R05X),COMBINATII (IBUPROFENUM+PSEUDOEFED RINUM),COMPR. FILM.,,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu blist. PP-COC-PP/Al x 24
compr. film. - 3 ani",OTC,R01BA52
TEDOLFEN 200 mg/30 mg (vezi R05X),COMBINATII (IBUPROFENUM+PSEUDOEFED RINUM),COMPR. FILM.,,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA",Cutie cu blist. PVC-PCTFE/Al x 24,OTC,R01BA52
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,compr. film. - 3 ani,,
TERBINAFINA ACTAVIS 10mg/g,TERBINAFINUM,CREMA,10mg/g,ACTAVIS S.R.L. - ROMANIA,"Cutie x 1 tub din Al x 15 g crema - 3
ani",OTC,D01AE15
TERBINAFINA ACTAVIS 10mg/g,TERBINAFINUM,CREMA,10mg/g,ACTAVIS S.R.L. - ROMANIA,"Cutie x 1 tub din Al x 30 g crema - 3
ani",OTC,D01AE15
TERBINAFINA OZONE 10 mg/g,TERBINAFINUM,CREMA,,SLAVIA PHARM S.R.L. - ROMANIA,"Cutie cu 1 tub din Al x 20 g crema - 2
ani",OTC,D01AE15
"TERBINAFINA ROMPHARM 10.1
mg/ml",TERBINAFINUM,SPRAY CUTANAT. SOL.,10.1mg/ml,ROMPHARM COMPANY S.R.L. - ROMANIA,"Cutie cu 1 flac. PEID prevazut cu pompa de pulverizare si capac x 20 ml
sol. - 3 ani",OTC,D01AE15
TERBINAFINA SCHOLL 1%,TERBINAFINUM,CREMA,10mg/g,SCHOLL CONSUMER PRODUCTS Ltd. - MAREA BRITANIE,"Cutie cu tub din Al prevazut cu membrana de sigilare si capac din PEID X 7.5 g crema - 2 ani-dupa ambalarea pt. comercializare;dupa
prima deschidere-2saptamani",OTC,D01AE15
TERBINAFINA SCHOLL 1%,TERBINAFINUM,CREMA,10mg/g,SCHOLL CONSUMER PRODUCTS Ltd. - MAREA BRITANIE,"Cutie cu tub din Al prevazut cu membrana de sigilare si capac din PEID X 15 g crema - 2 ani-dupa ambalarea pt. comercializare;dupa
prima deschidere-2saptamani",OTC,D01AE15
TERBINAFINA SLAVIA 10 mg/g,TERBINAFINUM,CREMA,,SLAVIA PHARM SRL - ROMANIA,"Cutie x 1 tub din Al x 20 g crema - 3
ani",OTC,D07AE15
TERBISIL10 mg/g,TERBINAFINUM,CREMA,,"GEDEON RICHTER PLC. -
UNGARIA","Cutie cu 1 tub din Al x 15 g crema - 2
ani",OTC,D01AE15
TEZOLINE 0.5 mg/ml,XYLOMETAZOLINUM,SPRAY NAZ..SOL.,0.5mg/ml,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu 1 flac. din sticla bruna a 10 ml spray nazal. sol. cu pompa cu pulverizator din PP/PE/Stell. cu adaptor pt. nas si capac protector - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-1 an",OTC,R01AA07
TEZOLINE 0.5 mg/ml,XYLOMETAZOLINUM,SPRAY NAZ..SOL.,0.5mg/ml,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu 2 flac. din sticla bruna a 10 ml spray nazal. sol. cu pompa cu pulverizator din PP/PE/Stell. cu adaptor pt. nas si capac protector - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-1 an",OTC,R01AA07
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
TEZOLINE 1 mg/ml,XYLOMETAZOLINUM,SPRAY NAZ..SOL.,1mg/ml,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu 1 flac. din sticla bruna a 10 ml spray nazal. sol. cu pompa cu pulverizator din PP/PE/Stell. cu adaptor pt. nas si capac protector - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-1 an",OTC,R01AA07
TEZOLINE 1 mg/ml,XYLOMETAZOLINUM,SPRAY NAZ..SOL.,1mg/ml,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu 2 flac. din sticla bruna a 10 ml spray nazal. sol. cu pompa cu pulverizator din PP/PE/Stell. cu adaptor pt. nas si capac protector - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-1 an",OTC,R01AA07
TEZOLINE 1 mg/ml,XYLOMETAZOLINUM,SPRAY NAZ..SOL.,1mg/ml,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu 1 flac. din sticla bruna a 15 ml spray nazal. sol. cu pompa cu pulverizator din PP/PE/Stell. cu adaptor pt. nas si capac protector - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-1 an",OTC,R01AA07
THERAFLU EXTRA RACEALA SI GRIPA,COMBINATII,PULB. PT. SOL. ORALA,,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,"Cutie x 6 plicuri unidoza din
hartie/PET/PEJD/Al/PEJD x 14.888 g pulb. pt. sol. orala - 2 ani",OTC,N02BE51
THERAFLU EXTRA RACEALA SI GRIPA,COMBINATII,PULB. PT. SOL. ORALA,,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,"Cutie x 10 plicuri unidoza din hartie/PET/PEJD/Al/PEJD x 14.888 g
pulb. pt. sol. orala - 2 ani",OTC,N02BE51
THERAFLU EXTRA RACEALA SI GRIPA,COMBINATII,PULB. PT. SOL. ORALA,,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,"Cutie x 6 plicuri unidoza din
PET/PEJD/Al/PEJD x 14.888 g pulb. pt. sol. orala - 2 ani",OTC,N02BE51
THERAFLU EXTRA RACEALA SI GRIPA,COMBINATII,PULB. PT. SOL. ORALA,,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,"Cutie x 10 plicuri unidoza din
PET/PEJD/Al/PEJD x 14.888 g pulb. pt. sol. orala - 2 ani",OTC,N02BE51
THERAFLU SINUS RACEALA SI GRIPA,COMBINATII,PULB. PT. SOL. ORALA,,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,"Cutie x 6 plicuri unidoza din hartie
PET/PEJD/AL/PEJD x 14.875 g pulb. pt. sol. orala - 2 ani",OTC,N02BE51
THERAFLU SINUS RACEALA SI GRIPA,COMBINATII,PULB. PT. SOL. ORALA,,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,"Cutie x 10 plicuri unidoza din hartie
PET/PEJD/AL/PEJD x 14.875 g pulb. pt. sol. orala - 2 ani",OTC,N02BE51
THERAFLU SINUS RACEALA SI GRIPA,COMBINATII,PULB. PT. SOL. ORALA,,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,Cutie x 6 plicuri unidoza din,OTC,N02BE51
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"PET/PEJD/AL/PEJD x 14.875 g pulb.
pt. sol. orala - 2 ani",,
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie x 10 plicuri unidoza din PET/PEJD/AL/PEJD x 14.875 g pulb.
pt. sol. orala - 2 ani",OTC,N02BE51
THROMBO ASS 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x 3 blist. x 10 compr. film.
gastrorez. - 3 ani",OTC,B01AC06
THROMBO ASS 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x 5 blist. x 20 compr. film.
gastrorez. - 3 ani",OTC,B01AC06
THROMBO ASS 50 mg,ACIDUM ACETYLSALICYLICUM,COMPR. FILM. GASTROREZ.,50mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x 3 blist. din PVC-PVDC/Al x 10
compr. film. gastrorez. - 3 ani",OTC,B01AC06
THROMBO ASS 50 mg,ACIDUM ACETYLSALICYLICUM,COMPR. FILM. GASTROREZ.,50mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x 5 blist. din PVC-PVDC/Al  x 20
compr. film. gastrorez. - 3 ani",OTC,B01AC06
THROMBO ASS 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. FILM. GASTROREZ.,75mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x  3 blist. din PVC/Al x 10
compr. film. - 2 ani",OTC,B01AC06
THROMBO ASS 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. FILM. GASTROREZ.,75mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x  10 blist. din PVC/Al x 10
compr. film. - 2 ani",OTC,B01AC06
TINCTURA DE PROPOLIS,PROPOLIS,TINCTURA,30%,"INST. CERTCET. - DEZV.  PT.
APICULTURA - ROMANIA","Cutie x 1 flac. PEID x 30 ml tinctura - 2
ani",OTC,XNAP1
TONOTIL N,COMBINATII,PULB. + SOL. PT. SOL. ORALA,,VIANEX SA - GRECIA,"Cutie x 10 flac. x 10 ml sol. orala.
prevazute cu dop lacas pt. 170 mg pulb. - 2 ani",OTC,A13AN01
TONSILOTREN,HOMEOPATE,COMPR.,,"DEUTCHE HOMOOPATHIE UNION
- GERMANIA",Cutie x 3 blist. x 20 compr. - 5 ani,OTC,XRNIT
TRACHISAN®,COMBINATII,"COMPR. DE
SUPT",,"ENGELHARD ARZNEIMITTEL
GMBH & CO. KG. - GERMANIA","Cutie x 2 blist. PVC/Al x 10 compr. de
supt - 5 ani",OTC,R02AA05
TRAUMEL S,HOMEOPATE,COMPR.,,BIOLOGISCHE HEILMITTEL HEEL GMBH - GERMANIA,"Cutie cu 1 flac. din PP x 50 compr. - 5 ani-dupa ambalarea pentru comercializare;dupa prima deschidere
- 1 an",OTC,V03AX
TRAUMEL S,HOMEOPATE,COMPR.,,BIOLOGISCHE HEILMITTEL HEEL GMBH - GERMANIA,"Cutie cu 1 flac. din PP x 250 compr. - 5 ani-dupa ambalarea pentru comercializare;dupa prima deschidere
- 1 an",OTC,V03AX
TRAUMEL S,HOMEOPATE,UNGUENT,,BIOLOGISCHE HEILMITTEL HEEL GMBH - GERMANIA,"Cutie cu un tub din Al cu capacitatea de 50 g unguent cu capac din PP prevazut cu un sistem de penetrare. la nivelul filetului exista o membrana din PE - 3 ani-dupa ambalarea pentru
comercializare;dupa prima deschidere",OTC,V03AX
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,- 1 an,,
Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,"Cutie cu un tub din Al cu capacitatea de 100 g unguent cu capac din PP prevazut cu un sistem de penetrare. la nivelul filetului exista o membrana din PE - 3 ani-dupa ambalarea pentru comercializare;dupa prima deschidere
- 1 an",OTC,V03AX
TRIFERMENT 275 mg,PANCREATINUM,COMPR. GASTROREZ.,275mg,BIOFARM SA - ROMANIA,"Cutie cu 1 blist. PVC/Al x 10 compr.
film. gastrorez. - 3 ani",OTC,A09AA02
TRIFERMENT 275 mg,PANCREATINUM,COMPR. GASTROREZ.,275mg,BIOFARM SA - ROMANIA,"Cutie cu 3 blist. PVC/Al x 10 compr.
film. gastrorez. - 3 ani",OTC,A09AA02
TROMALYT 150 mg,ACIDUM ACETYLSALICYLICUM,"CAPS. ELIB.
PREL.",150mg,MADAUS GMBH - AUSTRIA,"Cutie cu 2 blist. PVC/Al x 14 caps.
elib. prel. - 3 ani",OTC,B01AC06
TROXERUTIN,TROXERUTINUM,GEL,2%,CHIRMIS FARMIMPEX - ROMANIA,Cute x 1 tub x 50 g - 2 ani,OTC,C05CA04
