Denumirea comerciala,DCI,Forma,Conc,Firma / Tara detinatoare,Ambalaj,Pres.,ATC,Doza_Adult,Doza_Copil,Simptome_combatute
TEZOLINE 1 mg/ml,XYLOMETAZOLINUM,SPRAY NAZ..SOL.,1mg/ml,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu 1 flac. din sticla bruna a 10 ml spray nazal. sol. cu pompa cu pulverizator din PP/PE/Stell. cu adaptor pt. nas si capac protector - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-1 an",OTC,R01AA07,0.1% spray 2-3 sprays per nostril twice daily,Not recommended for children under 6 years,Nasal congestion
TEZOLINE 1 mg/ml,XYLOMETAZOLINUM,SPRAY NAZ..SOL.,1mg/ml,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu 2 flac. din sticla bruna a 10 ml spray nazal. sol. cu pompa cu pulverizator din PP/PE/Stell. cu adaptor pt. nas si capac protector - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-1 an",OTC,R01AA07,0.1% spray 2-3 sprays per nostril twice daily,Not recommended for children under 6 years,Nasal congestion
TEZOLINE 1 mg/ml,XYLOMETAZOLINUM,SPRAY NAZ..SOL.,1mg/ml,"TEVA PHARMACEUTICALS  S.R.L.
- ROMANIA","Cutie cu 1 flac. din sticla bruna a 15 ml spray nazal. sol. cu pompa cu pulverizator din PP/PE/Stell. cu adaptor pt. nas si capac protector - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-1 an",OTC,R01AA07,0.1% spray 2-3 sprays per nostril twice daily,Not recommended for children under 6 years,Nasal congestion
THROMBO ASS 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x 3 blist. x 10 compr. film.
gastrorez. - 3 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
THROMBO ASS 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x 5 blist. x 20 compr. film.
gastrorez. - 3 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
THROMBO ASS 50 mg,ACIDUM ACETYLSALICYLICUM,COMPR. FILM. GASTROREZ.,50mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x 3 blist. din PVC-PVDC/Al x 10
compr. film. gastrorez. - 3 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
THROMBO ASS 50 mg,ACIDUM ACETYLSALICYLICUM,COMPR. FILM. GASTROREZ.,50mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x 5 blist. din PVC-PVDC/Al  x 20
compr. film. gastrorez. - 3 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
THROMBO ASS 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. FILM. GASTROREZ.,75mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x  3 blist. din PVC/Al x 10
compr. film. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
THROMBO ASS 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. FILM. GASTROREZ.,75mg,LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,"Cutie x  10 blist. din PVC/Al x 10
compr. film. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
TINCTURA DE PROPOLIS,PROPOLIS,TINCTURA,30%,"INST. CERTCET. - DEZV.  PT.
APICULTURA - ROMANIA","Cutie x 1 flac. PEID x 30 ml tinctura - 2
ani",OTC,XNAP1,Apply as needed (topical),Consult a healthcare provider,Anti-inflammatory.various skin conditions
TRIFERMENT 275 mg,PANCREATINUM,COMPR. GASTROREZ.,275mg,BIOFARM SA - ROMANIA,"Cutie cu 1 blist. PVC/Al x 10 compr.
film. gastrorez. - 3 ani",OTC,A09AA02,25000-50000 units per meal,Consult a healthcare provider,Digestive enzyme replacement.pancreatic insufficiency
TRIFERMENT 275 mg,PANCREATINUM,COMPR. GASTROREZ.,275mg,BIOFARM SA - ROMANIA,"Cutie cu 3 blist. PVC/Al x 10 compr.
film. gastrorez. - 3 ani",OTC,A09AA02,25000-50000 units per meal,Consult a healthcare provider,Digestive enzyme replacement.pancreatic insufficiency
TROMALYT 150 mg,ACIDUM ACETYLSALICYLICUM,"CAPS. ELIB.
PREL.",150mg,MADAUS GMBH - AUSTRIA,"Cutie cu 2 blist. PVC/Al x 14 caps.
elib. prel. - 3 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
TROXERUTIN,TROXERUTINUM,GEL,2%,CHIRMIS FARMIMPEX - ROMANIA,Cute x 1 tub x 50 g - 2 ani,OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
TROXERUTIN MK,TROXERUTINUM,GEL,2%,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie x 1 tub Al x 25 g gel - 3 ani,OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
TROXERUTIN MK,TROXERUTINUM,GEL,2%,FITERMAN PHARMA S.R.L. - ROMANIA,Cutie x 1 tub Al x 45 g gel - 3 ani,OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
TROXEVASIN,TROXERUTINUM,CAPS.,300mg,"BALKANPHARMA  RAZGRAD AD -
BULGARIA","Cutie x 5 blist.  Al/PVC x 10 caps. - 5
ani",OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
TROXEVASIN,TROXERUTINUM,GEL,20mg/g,BALKAN PHARMA TROYAN AD - BULGARIA,Cutie x 1 tub Al x 40 g gel - 5 ani,OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
TROXEVASIN,TROXERUTINUM,GEL,20mg/g,BALKAN PHARMA TROYAN AD - BULGARIA,"Cutie cu 1 tub de Al laminat x 40 g gel
- 5 ani",OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
TROXEVASIN,TROXERUTINUM,GEL,20mg/g,BALKAN PHARMA TROYAN AD - BULGARIA,"Cutie cu 1 tub de Al laminat x 100 g
gel - 5 ani",OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
TROXSAL 20mg/g,TROXERUTINUM,GEL,20mg/g,SLAVIA PHARM SRL - ROMANIA,Cutie x 1 tub din Al x 45 g gel - 3 ani,OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
UPSAVIT VITAMIN C,ACIDUM ASCORBICUM,COMPR. EFF.,1g,"BRISTOL-MYERS SQUIBB KFT. -
UNGARIA","Cutie cu 1 tub PP x 10 compr. eff. - 2
ani",OTC,A11GA01,500 mg to 1000 mg daily,25 mg to 75 mg daily,Dietary supplement.scurvy prevention.immune support
USCOSIN® 10 mg,BUTYLSCOPOLAMMONII BROMIDUM,SUPOZ.,10mg,SINTOFARM SA - ROMANIA,"Cutie x 2 folii termosudate din PVC/PE
x 3 supoz. - 2 ani",OTC,A03BB01,10-20 mg three to four times daily,Consult a healthcare provider,Muscle spasms.IBS symptoms
USCOSIN® 10 mg,BUTYLSCOPOLAMMONII BROMIDUM,SUPOZ.,10mg,SINTOFARM SA - ROMANIA,"Cutie x 2 folii termosudate din PVC/PE
x 5 supoz. - 2 ani",OTC,A03BB01,10-20 mg three to four times daily,Consult a healthcare provider,Muscle spasms.IBS symptoms
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 10 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 20 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 28 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 30 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 50 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 56 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 60 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 90 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 100 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEID x 10 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEID x 30 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEID x 50 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEID x 100 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEID x 500 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,Cutie cu 1 flac. PEJD x 10 compr. - 2,OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,ani,,,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEJD x 30 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEJD x 50 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEJD x 100 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 100 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,100mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEJD x 500 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 10 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 20 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 28 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 30 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 50 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 56 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 60 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 90 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu blist. PVC/Al x 100 compr.
gastrorez. - 2 ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEID x 10 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEID x 30 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEID x 50 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEID x 100 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEID x 500 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEJD x 10 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEJD x 30 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEJD x 50 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEJD x 100 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VASOPIRIN 75 mg,ACIDUM ACETYLSALICYLICUM,COMPR. GASTROREZ.,75mg,ICN POLFA RZESZOW S.A. - POLONIA,"Cutie cu 1 flac. PEJD x 500 compr. - 2
ani",OTC,B01AC06,300-600 mg every 4-6 hours,Not recommended for regular use due to Reye's syndrome risk,Pain.fever.inflammation.blood thinner for heart attacks and strokes
VENORUTON 1000 mg,TROXERUTINUM,COMPR. EFF.,1000mg,"NOVARTIS CONSUMER HEALTH
GMBH - GERMANIA","Cutie x 2 tuburi din PP x 15 compr. eff.
- 3 ani",OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
VENORUTON 20mg/g,TROXERUTINUM,GEL,20mg/g,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,Cutie x 1 tub Al x 40 g - 5 ani,OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
VENORUTON 20mg/g,TROXERUTINUM,GEL,20mg/g,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,Cutie x 1 tub Al x 100 g - 5 ani,OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
VENORUTON 300 mg,TROXERUTINUM,CAPS.,300mg,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,"Cutie x 5 blist. Al/PVC x 10 caps. - 5
ani",OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
VENORUTON 300 mg,TROXERUTINUM,CAPS.,300mg,NOVARTIS CONSUMER HEALTH GMBH - GERMANIA,"Cutie x 5 blist. Al/PVC-PE-PVDC x 10
caps. - 5 ani",OTC,C05CA04,300-400 mg daily in divided doses,Consult a healthcare provider,Venous insufficiency.varicose veins
VETRATE 41.2 mg/ml,SIMETHICONUM,PIC. ORALE. SUSP.,41.2mg/ml,G.L. PHARMA GMBH - AUSTRIA,"Cutie cu 1 flac. din sticla bruna a 50 ml susp. orala + pompa dozatoare din PE - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-6 luni",OTC,A03AX13,40-80 mg up to four times daily,Consult a healthcare provider,Gas.bloating relief
VETRATE 41.2 mg/ml,SIMETHICONUM,PIC. ORALE. SUSP.,41.2mg/ml,G.L. PHARMA GMBH - AUSTRIA,"Cutie cu 1 flac. din sticla bruna a 100 ml susp. orala + pompa dozatoare din PE - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere-6 luni",OTC,A03AX13,40-80 mg up to four times daily,Consult a healthcare provider,Gas.bloating relief
VETRATE 42 mg,SIMETHICONUM,COMPR. MAST.,42mg,G.L. PHARMA GMBH - AUSTRIA,"Cutie cu 3 blist. PVC/Al x 10 compr.
mast. - 5 ani",OTC,A03AX13,40-80 mg up to four times daily,Consult a healthcare provider,Gas.bloating relief
VETRATE 42 mg,SIMETHICONUM,COMPR. MAST.,42mg,G.L. PHARMA GMBH - AUSTRIA,"Cutie cu 5 blist. PVC/Al x 10 compr.
mast. - 5 ani",OTC,A03AX13,40-80 mg up to four times daily,Consult a healthcare provider,Gas.bloating relief
VETRATE 42 mg,SIMETHICONUM,COMPR. MAST.,42mg,G.L. PHARMA GMBH - AUSTRIA,"Cutie cu 1 flac. din PP x 300 compr. mast. - 3 ani;dupa prima deschidere a
flac.-52 saptamani",OTC,A03AX13,40-80 mg up to four times daily,Consult a healthcare provider,Gas.bloating relief
VIATROMB 2400 U.I./g,HEPARINUM,SPRAY CUTANAT EMULSIE,2400U.I./g,CYATHUS EXQUIRERE PHARMAFORSCHUNGS GMBH - AUSTRIA,"Cutie cu 1 flac. de 30 ml din sticla. prevazut cu pompa pulverizatoare si capac protector x 25 g spray cutanat. emulsie - 3 ani-dupa ambalarea pt. comercializare; dupa prima
deschidere a flac.-6 luni",OTC,C05BA03,5000-10000 IU daily,Consult a healthcare provider,Anticoagulant therapy
